,open,high,low,adjclose,volume,percent,Sectors
2000-01-31,26.1875,27.609375,26.125,15.704680442810059,407600,0.9078167115902965,[]
2000-02-07,26.3125,27.0625,25.3125,15.350303649902344,1063700,0.8830472103004292,[]
2000-02-14,25.875,27.5,25.59375,15.825916290283203,1177300,0.9375690607734807,[]
2000-02-21,26.625,26.625,24.6875,14.809403419494629,1129600,0.868234007654456,[]
2000-02-28,25.0625,27.40625,24.625,16.040403366088867,2421400,0.9217577706323687,[]
2000-03-06,26.6875,28.84375,26.53125,16.562654495239258,2890200,0.9298429319371728,[]
2000-03-13,27.75,28.78125,26.75,16.581302642822266,1846600,0.930890052356021,[]
2000-03-20,27.90625,28.375,26.0,16.78657341003418,658800,0.9702541914548405,[]
2000-03-27,27.9375,30.21875,27.59375,17.553852081298828,1327000,1.0162513542795233,[]
2000-04-03,29.5,30.15625,28.5625,17.282495498657227,900000,0.9609781477627471,[]
2000-04-10,28.6875,29.5625,28.21875,17.067291259765625,3047000,0.9848812095032398,[]
2000-04-17,28.25,28.765625,27.515625,17.132789611816406,909100,1.0596064814814814,[]
2000-04-24,28.8125,29.78125,28.453125,17.291854858398438,962800,1.056,[]
2000-05-01,29.1875,30.109375,29.0,18.00299072265625,341400,1.1514063435068822,[]
2000-05-08,29.875,31.625,29.875,18.929338455200195,735000,1.200593471810089,[]
2000-05-15,31.6875,32.3125,31.359375,19.050981521606445,3215400,1.153541076487252,[]
2000-05-22,31.5625,31.921875,30.59375,18.498912811279297,679900,1.1427745664739883,[]
2000-05-29,31.09375,32.3125,30.6875,18.48956298828125,268000,1.2078239608801955,[]
2000-06-05,30.6875,31.625,30.375,18.66735076904297,1431200,1.118273542600897,[]
2000-06-12,31.125,32.5,31.125,19.013559341430664,1560700,1.1201764057331862,[]
2000-06-19,31.8125,32.125,30.703125,18.908063888549805,659100,1.1530963302752293,[]
2000-06-26,31.6875,31.6875,30.09375,18.25929832458496,821200,1.118663594470046,[]
2000-07-03,30.1875,30.640625,29.25,17.873807907104492,1826200,1.1288598574821853,[]
2000-07-10,29.6875,31.046875,29.6875,18.05244255065918,679300,1.1111111111111112,[]
2000-07-17,30.0625,30.1875,28.90625,17.4130916595459,609300,1.0680507497116494,[]
2000-07-24,29.25,29.8125,28.28125,17.67635726928711,824700,1.0841983852364476,[]
2000-07-31,29.625,30.625,29.15625,18.05244255065918,521000,1.0684474123539232,[]
2000-08-07,30.03125,31.75,30.03125,18.804622650146484,325700,1.1135857461024499,[]
2000-08-14,31.3125,32.875,31.25,19.481603622436523,1429500,1.112781954887218,[]
2000-08-21,32.4375,33.375,32.1875,19.632038116455078,1432300,1.2224824355971897,[]
2000-08-28,32.40625,33.0625,32.1875,19.67904281616211,564300,1.242874109263658,[]
2000-09-04,32.875,33.46875,32.5,19.782472610473633,1947100,1.2782503037667072,[]
2000-09-11,32.875,34.3125,32.875,20.421829223632812,2663300,1.2799057159693576,[]
2000-09-18,34.375,34.46875,31.625,19.329755783081055,11494300,1.2890428211586902,[]
2000-09-25,31.875,33.25,31.0,19.80190658569336,1505500,1.219186046511628,[]
2000-10-02,32.9375,33.484375,32.0,19.490280151367188,3378300,1.162162162162162,[]
2000-10-09,32.375,34.75,32.375,19.94355010986328,5343000,1.18785151856018,[]
2000-10-16,32.890625,33.25,32.0625,19.981321334838867,3722700,1.1794871794871795,[]
2000-10-23,33.125,33.125,30.875,18.810392379760742,1476100,1.0618336886993602,[]
2000-10-30,31.3125,32.90625,31.0,19.112565994262695,3419800,1.095831077422848,[]
2000-11-06,31.625,32.5625,31.25,19.376970291137695,1450200,1.125,[]
2000-11-13,32.265625,32.9375,31.515625,19.631925582885742,495500,1.1354451119606772,[]
2000-11-20,32.5625,33.0625,32.328125,19.94355010986328,827800,1.1428571428571428,[]
2000-11-27,32.8125,33.125,29.90625,18.659303665161133,2427200,1.027027027027027,[]
2000-12-04,31.125,31.6875,30.125,18.72540855407715,1149200,0.9802273850716757,[]
2000-12-11,30.8125,31.8125,30.453125,18.612085342407227,1067200,0.9680746561886051,[]
2000-12-18,30.9375,32.40625,30.9375,19.39701271057129,1041900,1.0359129994941831,[]
2000-12-25,32.0625,33.9375,32.0625,20.1168212890625,1511200,1.0748987854251013,[]
2001-01-01,33.75,34.109375,31.0625,19.349658966064453,1728700,1.02406015037594,[]
2001-01-08,32.3125,32.3125,31.078125,19.103397369384766,709900,0.9926181102362205,[]
2001-01-15,31.8125,31.875,30.1875,18.5540771484375,823000,0.9741422178020885,[]
2001-01-22,30.8125,32.671875,30.609375,19.264419555664062,433400,1.047373841400618,[]
2001-01-29,31.899999618530273,32.310001373291016,31.290000915527344,19.548547744750977,919600,1.085744345081536,[]
2001-02-05,32.5,34.040000915527344,32.5,20.56082534790039,660600,1.1306666056315104,[]
2001-02-12,33.599998474121094,33.77000045776367,32.400001525878906,20.01528549194336,2004900,1.1410799294259584,[]
2001-02-19,33.04999923706055,33.29999923706055,31.700000762939453,19.421253204345703,1021100,1.0907234354222075,[]
2001-02-26,31.950000762939453,32.869998931884766,31.739999771118164,19.900129318237305,647500,1.0943333943684896,[]
2001-03-05,32.63999938964844,34.349998474121094,32.63999938964844,20.65175437927246,2329500,1.090239990234375,[]
2001-03-12,33.54999923706055,33.63999938964844,31.43000030517578,19.063631057739258,1975400,0.9714285949942688,[]
2001-03-19,31.549999237060547,32.439998626708984,29.450000762939453,18.562082290649414,1787000,0.9357854616596324,[]
2001-03-26,31.149999618530273,31.299999237060547,29.84000015258789,18.665441513061523,510800,0.938748231642678,[]
2001-04-02,30.5,30.75,29.049999237060547,18.628965377807617,1781600,0.9320151905596483,[]
2001-04-09,30.899999618530273,32.130001068115234,30.899999618530273,19.249120712280273,612500,0.932891339886913,[]
2001-04-16,31.950000762939453,32.70000076293945,31.579999923706055,19.492321014404297,467200,1.0023644786959576,[]
2001-04-23,32.5,34.16999816894531,32.5,20.592788696289062,1701600,1.033705260677456,[]
2001-04-30,33.880001068115234,34.2400016784668,31.809999465942383,19.875349044799805,1609100,1.013643368270046,[]
2001-05-07,32.97999954223633,33.38999938964844,32.400001525878906,19.923994064331055,2118300,0.9930303169019294,[]
2001-05-14,32.9900016784668,34.709999084472656,32.970001220703125,21.085268020629883,1222900,1.0489225045043715,[]
2001-05-21,34.900001525878906,34.900001525878906,33.29999923706055,20.29486846923828,3234200,1.0724498335137425,[]
2001-05-28,33.65999984741211,33.900001525878906,33.060001373291016,20.30703353881836,2398400,1.0561265304625742,[]
2001-06-04,33.849998474121094,34.029998779296875,32.43000030517578,19.936153411865234,1102900,1.0226900870339912,[]
2001-06-11,33.20000076293945,33.560001373291016,32.15999984741211,19.69295883178711,789900,0.9970947383056759,[]
2001-06-18,32.119998931884766,32.61000061035156,30.6200008392334,19.2601261138916,1649900,0.9554545662619851,[]
2001-06-25,31.399999618530273,31.530000686645508,29.84000015258789,18.539316177368164,2336100,0.9829959637722988,[]
2001-07-02,30.200000762939453,30.719999313354492,30.100000381469727,18.563753128051758,1338000,0.9808169243255169,[]
2001-07-09,30.25,30.290000915527344,29.110000610351562,18.12394142150879,862100,0.9634094393114219,[]
2001-07-16,29.75,29.75,28.299999237060547,18.117828369140625,1829600,0.9268749952316284,[]
2001-07-23,29.780000686645508,30.479999542236328,28.25,18.5209903717041,780300,0.913596977621822,[]
2001-07-30,30.3700008392334,30.600000381469727,29.350000381469727,17.971227645874023,1526200,0.9216250635745533,[]
2001-08-06,29.350000381469727,29.6200008392334,28.5,17.702455520629883,1274400,0.9195438625201413,[]
2001-08-13,29.100000381469727,29.950000762939453,29.030000686645508,17.916255950927734,1147200,0.9582031623875383,[]
2001-08-20,29.25,29.829999923706055,28.700000762939453,18.09339714050293,918700,0.9319960932698808,[]
2001-08-27,29.600000381469727,29.780000686645508,28.540000915527344,17.54973602294922,1121000,0.8908526989840722,[]
2001-09-03,28.739999771118164,29.31999969482422,28.6200008392334,17.58028221130371,1443400,0.8484670471767415,[]
2001-09-10,28.799999237060547,28.920000076293945,28.399999618530273,17.635257720947266,584300,0.8743186080860721,[]
2001-09-17,28.5,28.5,24.100000381469727,15.320141792297363,5001200,0.7827715108320017,[]
2001-09-24,24.899999618530273,25.93000030517578,23.75,15.860870361328125,4423000,0.7864757311831905,[]
2001-10-01,25.600000381469727,27.3799991607666,25.030000686645508,16.708595275878906,397100,0.7983563547572198,[]
2001-10-08,26.950000762939453,28.899999618530273,26.700000762939453,17.390451431274414,1434900,0.9001589436939781,[]
2001-10-15,28.190000534057617,28.59000015258789,26.270000457763672,16.555009841918945,3923900,0.8827382953426521,[]
2001-10-22,27.0,28.020000457763672,26.420000076293945,17.20616912841797,4261200,0.9123778349443905,[]
2001-10-29,28.0,28.25,26.450000762939453,16.297021865844727,2938800,0.8658616584570994,[]
2001-11-05,26.850000381469727,27.489999771118164,25.75,16.80072784423828,3464600,0.8638660932812771,[]
2001-11-12,27.0,27.530000686645508,24.0,15.541443824768066,13575200,0.7891452948638304,[]
2001-11-19,25.25,26.8700008392334,24.760000228881836,16.014442443847656,3709200,0.7697077211975424,[]
2001-11-26,25.649999618530273,25.979999542236328,25.059999465942383,15.578306198120117,2614100,0.7757724587247755,[]
2001-12-03,25.229999542236328,27.0,25.06999969482422,15.959160804748535,2917700,0.7927982660763528,[]
2001-12-10,25.75,26.25,24.700000762939453,15.418586730957031,1948600,0.7237600969029895,[]
2001-12-17,25.100000381469727,26.190000534057617,24.959999084472656,15.910015106201172,640500,0.775913684534603,[]
2001-12-24,26.1200008392334,27.219999313354492,26.0,16.654077529907227,1268500,0.80838319660195,[]
2001-12-31,27.049999237060547,27.049999237060547,26.100000381469727,16.321001052856445,1300700,0.8069532889809349,[]
2002-01-07,26.649999618530273,28.0,25.520000457763672,15.759687423706055,1231000,0.7888237023315939,[]
2002-01-14,25.200000762939453,25.81999969482422,24.8799991607666,15.358758926391602,947800,0.7897240430152175,[]
2002-01-21,25.1299991607666,26.079999923706055,23.200000762939453,16.06810188293457,1071000,0.8583195686865771,[]
2002-01-28,26.149999618530273,26.149999618530273,24.399999618530273,15.969411849975586,1794100,0.8519249723468962,[]
2002-02-04,25.600000381469727,25.75,24.829999923706055,15.537641525268555,2692700,0.8490057455100647,[]
2002-02-11,25.200000762939453,26.0,25.0,15.901555061340332,1813300,0.8691841139336641,[]
2002-02-18,25.700000762939453,26.6200008392334,25.149999618530273,16.333330154418945,3913600,0.8733509171755236,[]
2002-02-25,26.68000030517578,27.110000610351562,26.469999313354492,16.660236358642578,3477500,0.9180829421766712,[]
2002-03-04,27.350000381469727,28.649999618530273,27.200000762939453,17.406591415405273,2233300,0.9737750089411082,[]
2002-03-11,28.56999969482422,29.100000381469727,28.299999237060547,17.69032859802246,2975000,0.9778384036746993,[]
2002-03-18,28.739999771118164,29.25,28.399999618530273,17.58905601501465,1266100,0.9594868086110928,[]
2002-03-25,28.25,29.149999618530273,28.15999984741211,17.879940032958984,1262400,1.0055690863195765,[]
2002-04-01,29.049999237060547,29.520000457763672,27.90999984741211,17.31055450439453,2637100,0.9718554081318396,[]
2002-04-08,28.5,28.940000534057617,27.030000686645508,16.772109985351562,2397900,0.9386906682954336,[]
2002-04-15,27.6200008392334,28.799999237060547,27.6200008392334,17.80567169189453,1327100,1.1471292083446047,[]
2002-04-22,28.700000762939453,28.81999969482422,27.68000030517578,17.205347061157227,2470400,1.076684723688561,[]
2002-04-29,27.799999237060547,28.5,27.540000915527344,17.53335952758789,819100,1.0415440856276095,[]
2002-05-06,28.15999984741211,28.219999313354492,27.09000015258789,17.038240432739258,1067600,0.9724479408685531,[]
2002-05-13,27.3700008392334,28.299999237060547,27.309999465942383,17.180585861206055,1390400,1.0300556379596197,[]
2002-05-20,27.649999618530273,28.329999923706055,27.5,17.316741943359375,1868300,0.9989289294394731,[]
2002-05-27,28.079999923706055,28.079999923706055,26.780000686645508,16.93302345275879,877300,1.0312853336684553,[]
2002-06-03,27.25,27.25,26.0,16.33269500732422,690500,0.9648994157794706,[]
2002-06-10,26.280000686645508,26.299999237060547,25.25,15.973738670349121,623500,1.0201581124213934,[]
2002-06-17,26.059999465942383,26.56999969482422,25.459999084472656,15.9180326461792,1613100,0.986574592038096,[]
2002-06-24,25.719999313354492,26.420000076293945,25.450000762939453,16.312841415405273,1372300,1.0331230336108514,[]
2002-07-01,26.260000228881836,26.350000381469727,25.200000762939453,16.312841415405273,240800,1.00846809948343,[]
2002-07-08,26.1299991607666,26.239999771118164,23.309999465942383,14.675325393676758,1491200,0.9390437982712126,[]
2002-07-15,23.149999618530273,23.579999923706055,21.399999618530273,13.32422161102295,1469600,0.8262548236958098,[]
2002-07-22,21.450000762939453,21.6200008392334,19.3799991607666,13.26196002960205,9561700,0.7888888606318721,[]
2002-07-29,21.799999237060547,22.639999389648438,20.65999984741211,13.075169563293457,786900,0.7936508211114524,[]
2002-08-05,20.950000762939453,22.649999618530273,20.1200008392334,14.040244102478027,600300,0.8825831667482609,[]
2002-08-12,22.100000381469727,23.700000762939453,21.989999771118164,14.507209777832031,855900,0.9357429555830585,[]
2002-08-19,23.200000762939453,23.760000228881836,22.5,14.457399368286133,1947300,0.8913627636625839,[]
2002-08-26,23.399999618530273,23.989999771118164,22.3799991607666,14.264388084411621,1428000,0.8848976588455303,[]
2002-09-02,22.399999618530273,23.260000228881836,21.299999237060547,13.915719985961914,1182200,0.8872568442883466,[]
2002-09-09,22.299999237060547,23.100000381469727,21.8799991607666,13.921939849853516,628700,0.8673390230720371,[]
2002-09-16,22.270000457763672,22.59000015258789,21.100000381469727,13.243284225463867,545100,0.8032477653119833,[]
2002-09-23,21.229999542236328,22.239999771118164,20.510000228881836,13.509476661682129,1565500,0.7989633373135083,[]
2002-09-30,21.200000762939453,22.350000381469727,20.780000686645508,13.371744155883789,1184400,0.7569100329582011,[]
2002-10-07,21.579999923706055,21.719999313354492,20.190000534057617,13.321674346923828,1963600,0.7419804902444572,[]
2002-10-14,21.3799991607666,22.860000610351562,21.229999542236328,14.16679573059082,1268100,0.796270200563547,[]
2002-10-21,22.40999984741211,22.850000381469727,21.56999969482422,13.615896224975586,1323600,0.7528556753031027,[]
2002-10-28,21.729999542236328,22.149999618530273,20.799999237060547,13.847527503967285,2641000,0.7908473858514552,[]
2002-11-04,22.18000030517578,22.5,21.6200008392334,13.678502082824707,1029100,0.8062730654576,[]
2002-11-11,21.75,22.049999237060547,20.799999237060547,13.697283744812012,1397100,0.7605143834769116,[]
2002-11-18,21.989999771118164,22.559999465942383,21.709999084472656,13.784924507141113,766900,0.7920863691394825,[]
2002-11-25,21.93000030517578,22.479999542236328,21.739999771118164,14.047850608825684,411400,0.792093208418268,[]
2002-12-02,22.530000686645508,22.969999313354492,22.280000686645508,14.335813522338867,1956100,0.8318197983060278,[]
2002-12-09,22.799999237060547,23.149999618530273,22.399999618530273,14.317038536071777,1413200,0.8238472856869495,[]
2002-12-16,22.90999984741211,23.3799991607666,22.530000686645508,14.36086368560791,2101300,0.8198713691695835,[]
2002-12-23,23.049999237060547,23.110000610351562,22.15999984741211,13.956720352172852,862600,0.8106725076893476,[]
2002-12-30,22.350000381469727,22.899999618530273,21.950000762939453,14.321685791015625,596400,0.862447925550522,[]
2003-01-06,22.799999237060547,23.06999969482422,21.920000076293945,13.9000883102417,2111300,0.8558698415215691,[]
2003-01-13,22.170000076293945,22.530000686645508,21.889999389648438,13.981898307800293,2005900,0.863919125449482,[]
2003-01-20,21.969999313354492,21.969999313354492,21.209999084472656,13.415571212768555,805700,0.8137404226713567,[]
2003-01-27,21.079999923706055,22.0,20.459999084472656,13.698728561401367,3231000,0.8309160238101166,[]
2003-02-03,21.799999237060547,22.290000915527344,21.549999237060547,13.616927146911621,2130300,0.9181162354618276,[]
2003-02-10,21.719999313354492,22.139999389648438,21.059999465942383,13.509958267211914,1704100,1.0032710138351408,[]
2003-02-17,21.649999618530273,22.31999969482422,21.600000381469727,13.988182067871094,2787400,1.0436619877224054,[]
2003-02-24,22.299999237060547,22.829999923706055,22.139999389648438,14.101446151733398,1710400,1.0671428498767672,[]
2003-03-03,22.360000610351562,22.670000076293945,22.329999923706055,14.221007347106934,3529500,1.0022173457250945,[]
2003-03-10,22.5,22.68000030517578,21.450000762939453,13.717601776123047,5576800,0.9356223154885719,[]
2003-03-17,21.8799991607666,22.850000381469727,21.81999969482422,14.082573890686035,2750400,0.9638242817645226,[]
2003-03-24,22.40999984741211,22.809999465942383,22.0,14.34638786315918,2582000,0.9899607357586994,[]
2003-03-31,22.549999237060547,22.780000686645508,22.200000762939453,14.162949562072754,2606700,1.001789664764922,[]
2003-04-07,22.600000381469727,22.600000381469727,21.8700008392334,13.985836029052734,1534800,0.9888193205198634,[]
2003-04-14,22.15999984741211,22.309999465942383,21.809999465942383,14.106019020080566,3903800,1.048424953320625,[]
2003-04-21,22.329999923706055,22.75,22.1200008392334,14.06806755065918,1658400,1.030583866994693,[]
2003-04-28,22.290000915527344,22.68000030517578,21.940000534057617,14.289458274841309,1582200,1.057584246586596,[]
2003-05-05,22.68000030517578,23.100000381469727,22.479999542236328,14.567785263061523,2008500,1.0822368394517126,[]
2003-05-12,23.0,23.68000030517578,22.920000076293945,14.922014236450195,4269600,1.0424216096961079,[]
2003-05-19,23.549999237060547,24.209999084472656,23.139999389648438,15.257275581359863,2659800,1.108965555826823,[]
2003-05-26,24.040000915527344,24.639999389648438,24.0,15.484991073608398,1805700,1.1066907148944176,[]
2003-06-02,24.600000381469727,25.1299991607666,24.450000762939453,15.66843032836914,2129100,1.1336384450945045,[]
2003-06-09,24.649999618530273,25.799999237060547,24.559999465942383,15.782288551330566,2167400,1.1403108647132731,[]
2003-06-16,25.0,25.0,24.389999389648438,15.466011047363281,2132500,1.1103542349981663,[]
2003-06-23,24.399999618530273,24.780000686645508,24.1299991607666,15.381481170654297,820500,1.0784313808821284,[]
2003-06-30,24.299999237060547,24.329999923706055,23.68000030517578,15.22893238067627,616100,1.0462881870567653,[]
2003-07-07,24.049999237060547,24.06999969482422,23.43000030517578,15.070029258728027,1590700,1.0367292616709591,[]
2003-07-14,23.84000015258789,23.860000610351562,22.950000762939453,15.101811408996582,1120300,1.0357454087068052,[]
2003-07-21,23.920000076293945,23.969999313354492,23.100000381469727,14.892067909240723,1944900,1.0563570776736333,[]
2003-07-28,23.399999618530273,23.59000015258789,22.920000076293945,14.707747459411621,2090800,1.0166959207796664,[]
2003-08-04,23.010000228881836,23.950000762939453,22.729999542236328,15.159022331237793,2448000,1.079674070471912,[]
2003-08-11,23.950000762939453,24.329999923706055,23.860000610351562,15.432326316833496,2516800,1.0927093355962856,[]
2003-08-18,24.299999237060547,24.600000381469727,24.059999465942383,15.336981773376465,1508400,1.131801102540567,[]
2003-08-25,24.219999313354492,24.700000762939453,23.860000610351562,15.686563491821289,1215700,1.1336701785127588,[]
2003-09-01,24.610000610351562,24.93000030517578,24.459999084472656,15.699274063110352,850400,1.1414048733640343,[]
2003-09-08,24.770000457763672,25.049999237060547,24.309999465942383,15.565800666809082,2347000,1.140661413802897,[]
2003-09-15,24.420000076293945,24.479999542236328,23.889999389648438,15.413261413574219,1008700,1.0908682185946847,[]
2003-09-22,24.170000076293945,24.6299991607666,23.780000686645508,15.286457061767578,874700,1.0678268838961729,[]
2003-09-29,23.93000030517578,24.940000534057617,23.75,15.778329849243164,1100900,1.0929203692930716,[]
2003-10-06,24.799999237060547,25.040000915527344,24.579999923706055,15.906092643737793,1423400,1.1422018573376667,[]
2003-10-13,25.049999237060547,25.079999923706055,24.459999084472656,15.733625411987305,1986100,1.1005361967995235,[]
2003-10-20,24.65999984741211,24.799999237060547,24.09000015258789,15.535591125488281,983600,1.0723103777593062,[]
2003-10-27,24.299999237060547,24.489999771118164,23.760000228881836,15.510038375854492,1264700,1.0844127444626406,[]
2003-11-03,24.31999969482422,24.399999618530273,23.979999542236328,15.465314865112305,1162400,1.0949795755834537,[]
2003-11-10,24.25,24.709999084472656,24.049999237060547,15.695286750793457,1170500,1.1017937459832348,[]
2003-11-17,24.399999618530273,24.440000534057617,23.899999618530273,15.312002182006836,1432000,1.0777877500018225,[]
2003-11-24,24.0,24.56999969482422,23.989999771118164,15.631410598754883,1037300,1.083222627183171,[]
2003-12-01,24.59000015258789,25.559999465942383,24.5,16.308528900146484,2368800,1.1085540566852734,[]
2003-12-08,25.600000381469727,26.299999237060547,25.5,16.781248092651367,3648900,1.1136074729902778,[]
2003-12-15,26.170000076293945,27.40999984741211,25.90999984741211,17.324220657348633,5084300,1.1243781051251136,[]
2003-12-22,27.010000228881836,28.0,26.81999969482422,17.55601692199707,1657200,1.1176471046556293,[]
2003-12-29,27.399999618530273,27.920000076293945,27.299999237060547,17.671520233154297,2323200,1.1118288416056719,[]
2004-01-05,27.700000762939453,28.200000762939453,27.540000915527344,17.94744300842285,6897000,1.1210420223674271,[]
2004-01-12,28.059999465942383,28.329999923706055,27.479999542236328,17.82552146911621,4032900,1.1361963116481193,[]
2004-01-19,28.049999237060547,28.899999618530273,27.950000762939453,18.45435333251953,3826600,1.1884297240571038,[]
2004-01-26,28.600000381469727,29.110000610351562,28.110000610351562,18.075767517089844,6239500,1.1757095639686226,[]
2004-02-02,28.239999771118164,28.469999313354492,27.520000457763672,17.94102668762207,3465500,1.179249268836255,[]
2004-02-09,28.0,29.270000457763672,28.0,18.66611099243164,5338400,1.22432659395462,[]
2004-02-16,29.299999237060547,29.389999389648438,28.84000015258789,18.601940155029297,2030100,1.2373025776151678,[]
2004-02-23,29.100000381469727,29.75,29.040000915527344,19.025447845458984,3320400,1.2813310458337372,[]
2004-03-01,29.8700008392334,30.299999237060547,29.479999542236328,19.307775497436523,5258900,1.2616352063443292,[]
2004-03-08,30.229999542236328,30.479999542236328,28.780000686645508,18.775197982788086,4076900,1.2051070593657531,[]
2004-03-15,29.399999618530273,30.059999465942383,29.100000381469727,18.788021087646484,4148700,1.2134273396184938,[]
2004-03-22,29.280000686645508,29.280000686645508,28.010000228881836,18.300769805908203,4982200,1.1507293058085721,[]
2004-03-29,28.600000381469727,29.5,28.489999771118164,18.771181106567383,8781000,1.1793521563154783,[]
2004-04-05,29.049999237060547,29.75,28.989999771118164,19.035381317138672,3701500,1.2062066636017206,[]
2004-04-12,29.790000915527344,30.540000915527344,29.579999923706055,19.679777145385742,5649100,1.259381481052674,[]
2004-04-19,30.549999237060547,30.670000076293945,29.489999771118164,19.396244049072266,4797900,1.257835353013324,[]
2004-04-26,30.299999237060547,31.040000915527344,29.530000686645508,19.22870635986328,7341400,1.2080971348535596,[]
2004-05-03,29.93000030517578,30.799999237060547,29.760000228881836,19.17715072631836,5147800,1.1951807503938598,[]
2004-05-10,29.510000228881836,30.139999389648438,28.649999618530273,19.235151290893555,9263600,1.211936719389667,[]
2004-05-17,29.799999237060547,30.100000381469727,29.020000457763672,18.75830078125,9560000,1.196957276958632,[]
