,close,volume,ticker,fiveYearHigh,WMA30,WMA30Slope,volumePerc,percent,RS,peak,trough,support,initialSupport,Stage,secondBuy,resistance,shortPeak,shortTrough
1995-04-10,9.944955825805664,36930282,F,10.446765899658203,,0.0,-0.0007933256209489148,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-04-17,9.853717803955078,49297921,F,10.446765899658203,,0.0,0.3348915396855079,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-04-24,9.899336814880371,30740437,F,10.446765899658203,,0.0,-0.3764354281796184,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-05-01,9.671241760253906,52914829,F,10.446765899658203,,0.0,0.7213427707615216,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-05-08,10.40114688873291,70629736,F,10.446765899658203,,0.0,0.3347815222080752,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-05-15,10.446765899658203,59327991,F,10.446765899658203,,0.0,-0.16001397768214798,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-05-22,10.355527877807617,47710315,F,10.446765899658203,,0.0,-0.19582115969509228,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-05-29,10.948575973510742,51197620,F,10.948575973510742,,0.0,0.07309331325940738,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-06-05,10.811717987060547,48813199,F,10.948575973510742,,0.0,-0.04657288756782052,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-06-12,10.766098976135254,32300365,F,10.948575973510742,,0.0,-0.33828624917617056,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-06-19,11.131052017211914,50574523,F,11.131052017211914,,0.0,0.5657570123433591,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-06-26,10.85733699798584,25930222,F,11.131052017211914,,0.0,-0.48728686971501445,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-07-03,11.815338134765625,35888504,F,11.815338134765625,,0.0,0.38404152498193045,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-07-10,11.678481101989746,46723886,F,11.815338134765625,,0.0,0.3019179066366211,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-07-17,10.538003921508789,66854724,F,11.815338134765625,,0.0,0.43084682639624616,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-07-24,10.674860954284668,49926496,F,11.815338134765625,10.454614212692425,0.0,-0.25320915243027553,0.0,0.0,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-07-31,10.492384910583496,45730058,F,11.815338134765625,10.475412590272965,0.0,-0.08405232363993664,1.013215843208647,-0.21265032510369775,0,0,0,0,No Enough Data,False,0.0,0.0,0.0
1995-08-07,10.218670845031738,30871961,F,11.815338134765625,10.478257679682907,1.000271596883218,-0.32490877225653203,0.9781659647763402,-0.23515373511571191,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-08-14,10.309908866882324,33488192,F,11.815338134765625,10.487479620082404,1.000880102463731,0.0847445680564316,1.071090061949648,-0.12020977258334575,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-08-21,10.492384910583496,34275691,F,11.815338134765625,10.50700262541412,1.0018615535895137,0.023515721601213846,1.1330049814036658,-0.07016646194882648,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-08-28,11.404766082763672,47793340,F,11.815338134765625,10.582740082279328,1.0072082838051277,0.3943800578666672,1.2135922990218917,0.022878299694019333,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-09-04,11.678481101989746,43436884,F,11.815338134765625,10.671819928897325,1.0084174652240736,-0.09115194711229635,1.2367151168427415,0.058669052796635146,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-09-11,11.678481101989746,73271998,F,11.815338134765625,10.756092602719542,1.0078967481070424,0.6868612859062357,1.2190476560227497,0.02958227397715918,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-09-18,11.313528060913086,38529943,F,11.815338134765625,10.812307064507598,1.0052262902398073,-0.47415187176962204,1.1588785138025899,-0.051516674101976134,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-09-25,11.359147071838379,31110622,F,11.815338134765625,10.86812910059447,1.0051628237853245,-0.19255987479659653,1.2146342115068998,0.023199384091907138,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-10-02,10.948575973510742,40011506,F,11.815338134765625,10.89314603497905,1.0023018620917203,0.28610434082610103,1.1267606103799372,-0.07716579763482767,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-10-09,11.587242126464844,68021999,F,11.815338134765625,10.956718387398668,1.0058359956082,0.7000609524670229,1.2330097530744049,0.043210579268768035,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-10-16,10.948575973510742,42549918,F,11.815338134765625,10.974377406540738,1.001611706947071,-0.37446828047496805,1.1764706967396439,-0.0030982670945740587,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-10-23,10.85733699798584,39803808,F,11.815338134765625,10.982618239618116,1.0007509157715377,-0.06453854975701712,1.1069767165989095,-0.0656683929709343,0,0,0,0,Slope,False,0.0,0.0,0.0
1995-10-30,10.446765899658203,62138219,F,11.815338134765625,10.962114188491658,0.9981330452648811,0.5611124191936612,1.0601852120694066,-0.09759389333100388,0,0,0,0,RS,False,0.0,0.0,0.0
1995-11-06,10.40114688873291,50994577,F,11.815338134765625,10.937391603121194,0.9977447246995093,-0.17933635980136475,1.0458716027419146,-0.1205712603096818,0,0,0,0,volume,False,0.0,0.0,0.0
1995-11-13,10.446765899658203,28517408,F,11.815338134765625,10.914631123696605,0.9979190212574912,-0.44077567306813825,1.0601852120694066,-0.10376812515650635,0,0,0,0,volume,False,0.0,0.0,0.0
1995-11-20,10.583622932434082,34113752,F,11.815338134765625,10.899424758008731,0.9986067906908133,0.19624308071757435,1.069124440389291,-0.11097746692186838,0,0,0,0,RS,False,0.0,0.0,0.0
1995-11-27,10.538003921508789,37478026,F,11.815338134765625,10.879803647277175,0.9981998030935404,0.09861928995673064,1.089622634067223,-0.07591073939023896,0,0,0,0,volume,False,0.0,0.0,0.0
1995-12-04,10.446765899658203,53120062,F,11.815338134765625,10.8524322079074,0.9974841973019775,0.41736552506794244,1.0043859596843796,-0.16268118086170835,0,0,0,0,RS,False,0.0,0.0,0.0
1995-12-11,10.309908866882324,40426081,F,11.815338134765625,10.816133177152244,0.9966552170002309,-0.2389677368975962,0.9868995788658042,-0.1880219220590431,0,0,0,0,volume,False,0.0,0.0,0.0
1995-12-18,10.811717987060547,42002451,F,11.815338134765625,10.812503244543588,0.9996643964576617,0.038993886149884194,1.04405281069549,-0.14306563141092643,0,0,0,0,volume,False,0.0,0.0,0.0
1995-12-25,10.538003921508789,13676026,F,11.815338134765625,10.790233285965458,0.9979403512697794,-0.6743993344578867,0.9624999586251854,-0.20614320654492624,0,0,0,0,volume,False,0.0,0.0,0.0
1996-01-01,10.538003921508789,45619907,F,11.815338134765625,10.768846278036794,0.9980179290510353,2.335757551206761,0.9746835733341048,-0.18197072682989046,0,0,0,0,RS,False,0.0,0.0,0.0
1996-01-08,10.127431869506836,47910068,F,11.815338134765625,10.72155938302317,0.9956089172607036,0.05020091338634258,0.9406779458331078,-0.22746619766945275,0,0,0,0,volume,False,0.0,0.0,0.0
1996-01-15,10.127431869506836,39053848,F,11.815338134765625,10.675645965658209,0.995717654892845,-0.18485091693044564,0.909836002369481,-0.20497788071704381,0,0,0,0,volume,False,0.0,0.0,0.0
1996-01-22,10.674860954284668,48283815,F,11.815338134765625,10.667208876661075,0.9992096881983278,0.23633950231997636,0.9831932965021696,-0.12981172911891592,0,0,0,0,RS,False,0.0,0.0,0.0
1996-01-29,10.90295696258545,57193194,F,11.815338134765625,10.673880080766576,1.0006253935947667,0.18452102428111772,0.9227799355571914,-0.21833065667261586,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-02-05,11.039813995361328,68698526,F,11.815338134765625,10.691342880905315,1.0016360311345642,0.20116610378500632,0.9453124853265719,-0.19752417451440774,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-02-12,11.176671028137207,62649520,F,11.815338134765625,10.71900864467826,1.0025876790297648,-0.08805146707223388,1.0606060798027277,-0.1107719472152997,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-02-19,11.085433006286621,34931393,F,11.815338134765625,10.73941460681218,1.0019037172942342,-0.44243159404892485,1.0384615831307065,-0.13198021121161818,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-02-26,11.496004104614258,53924002,F,11.815338134765625,10.785426076253255,1.0042843554444663,0.5437117552111363,1.0956521517828066,-0.07515065791832787,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-03-04,11.404766082763672,45806506,F,11.815338134765625,10.823392900856593,1.0035201970079728,-0.15053585970863215,1.11607138107483,-0.03677148632172367,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-03-11,11.860957145690918,49290521,F,11.860957145690918,10.888240664492372,1.0059914450329754,0.07605939208722878,1.1504424819690597,0.009227197220053718,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-03-18,12.271528244018555,41265643,F,12.271528244018555,10.976241298388409,1.0080821720062652,-0.1628077333570891,1.1695651988177127,0.02253641272212792,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-03-25,12.545243263244629,49569188,F,12.545243263244629,11.078074851087345,1.009277634294892,0.2012217524394324,1.1000000501724092,-0.0616139892435974,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-04-01,12.86457633972168,43165615,F,12.86457633972168,11.198057898654733,1.010830676735824,-0.12918454504439325,1.1015624572556657,-0.043225285746766984,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-04-08,12.499624252319336,52582456,F,12.86457633972168,11.291944907813944,1.0083842225150925,0.218156071678812,1.070312495534174,-0.0749344028027703,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-04-15,13.001433372497559,77828480,F,13.001433372497559,11.416440799672117,1.0110251947626863,0.48012257168056194,1.1491935409093108,0.0577217853253289,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-04-22,12.86457633972168,34001410,F,13.001433372497559,11.528477301648868,1.009813610383717,-0.5631238076344289,1.132530132620218,0.023647955352286587,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-04-29,13.047053337097168,65261915,F,13.047053337097168,11.649049030837192,1.010458599694782,0.9193884900655591,1.1916666942498764,0.07351325402607634,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-05-06,12.910195350646973,34556824,F,13.047053337097168,11.756278357967254,1.0092049854753127,-0.4704901932467045,1.1141732613975979,0.01264359455363806,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-05-13,13.594481468200684,58410064,F,13.594481468200684,11.904810115855227,1.012634249833606,0.6902613504065072,1.2416666332764654,0.12602929049550937,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-05-20,13.183910369873047,34173761,F,13.594481468200684,12.02116329644316,1.0097736275888154,-0.4149336833460754,1.2142858209447505,0.07563817152961105,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-05-27,13.320767402648926,21184399,F,13.594481468200684,12.141342579421178,1.0099973089138201,-0.38009752570107813,1.275109208973923,0.10465898389560246,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-06-03,12.773338317871094,32060882,F,13.594481468200684,12.220023208536128,1.0064803895121377,0.5134194743971732,1.2280701786557664,0.09506310613464986,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-06-10,12.545243263244629,26001739,F,13.594481468200684,12.278886540730793,1.0048169574795527,-0.1889886560201307,1.2008733979245274,0.06490695366946486,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-06-17,12.40838623046875,33616154,F,13.594481468200684,12.324407532394574,1.0037072572918384,0.2928425287247134,1.1724138614616155,0.06279337142072983,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-06-24,11.815338134765625,47501522,F,13.594481468200684,12.327743134447323,1.000270650093644,0.41305641329463216,1.1212121596054552,0.009756487792453417,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-07-01,11.450385093688965,27386028,F,13.594481468200684,12.30478642371393,0.9981378010165344,-0.4234705153236985,1.0960698462730554,-0.008793619511940909,0,0,0,0,volume,False,0.0,0.0,0.0
1996-07-08,11.2222900390625,43754185,F,13.594481468200684,12.264955582157258,0.9967629798531156,0.5976827672855662,1.0884955613051968,0.02378087704560139,0,0,0,0,RS,False,0.0,0.0,0.0
1996-07-15,11.769719123840332,53801794,F,13.594481468200684,12.258480636022425,0.9994720774900927,0.22963766780251982,1.088607669745578,0.040176650689051074,0,0,0,0,RS,False,0.0,0.0,0.0
1996-07-22,11.724100112915039,32887292,F,13.594481468200684,12.24700231039396,0.9990636420638676,-0.38873242776997363,1.112554161133433,0.06880954133000117,0,0,0,0,volume,False,0.0,0.0,0.0
1996-07-29,12.362767219543457,35601344,F,13.594481468200684,12.274177569727744,1.0022189315103436,0.08252585831633685,1.1731602409361608,0.14073767347597665,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-08-05,12.317148208618164,17884244,F,13.594481468200684,12.294485444920037,1.0016545202378675,-0.49765256053254614,1.2162163485596431,0.14198378117686672,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-08-12,12.134671211242676,23307688,F,13.594481468200684,12.298311543208296,1.000311204426196,0.3032526284029675,1.198198256734714,0.09801717255212083,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-08-19,12.317148208618164,19204142,F,13.594481468200684,12.309593707258983,1.0009173750405533,-0.1760597619120352,1.15384624318449,0.06659978029155567,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-08-26,12.225909233093262,18625984,F,13.594481468200684,12.311457685244982,1.0001514248179368,-0.030105901112374656,1.1213388510151558,0.048287735323282455,0,0,0,0,Slope,False,0.0,0.0,0.0
1996-09-02,11.632862091064453,22545673,F,13.594481468200684,12.272215498647382,0.9968125474983657,0.21044198255512292,1.053719029682231,0.028319616784657553,0,0,0,0,RS,False,0.0,0.0,0.0
1996-09-09,11.678481101989746,49747019,F,13.594481468200684,12.23464110179614,0.9969382548036755,1.2064996241185613,1.0448979908766425,0.04594923094937475,0,0,0,0,RS,False,0.0,0.0,0.0
1996-09-16,11.678481101989746,38527204,F,13.594481468200684,12.195987543495752,0.9968406463271969,-0.2255374337103495,1.0534979639827153,0.0032495017770777235,0,0,0,0,volume,False,0.0,0.0,0.0
1996-09-23,11.176671028137207,42814611,F,13.594481468200684,12.123683769472184,0.9940715113256959,0.1112825887910267,0.972222254483288,-0.07018536140900389,0,0,0,0,RS,False,0.0,0.0,0.0
1996-09-30,11.54162311553955,41414153,F,13.594481468200684,12.075612029208932,0.996034889957762,-0.03270981488071911,1.0119999859517255,-0.0529006264931684,0,0,0,0,volume,False,0.0,0.0,0.0
1996-10-07,11.678481101989746,26108602,F,13.594481468200684,12.036075520259077,0.9967259209012163,-0.36957295734141904,0.984615403170269,-0.12266166387417665,0,0,0,0,volume,False,0.0,0.0,0.0
1996-10-14,11.587242126464844,37726550,F,13.594481468200684,11.991045047390845,0.9962587080155457,0.4449854496230783,0.9442379055039661,-0.14810261668095215,0,0,0,0,RS,False,0.0,0.0,0.0
1996-10-21,11.404766082763672,36015644,F,13.594481468200684,11.935713509590395,0.9953855950351476,-0.04535018441919547,0.90909086762611,-0.183436279800689,0,0,0,0,volume,False,0.0,0.0,0.0
1996-10-28,11.131052017211914,37970966,F,13.594481468200684,11.865175638916671,0.994090183999721,0.054290907584493064,0.8652482385170198,-0.22060766064666149,0,0,0,0,volume,False,0.0,0.0,0.0
1996-11-04,11.54162311553955,38693801,F,13.594481468200684,11.824854235495291,0.9966017019344299,0.019036518586332596,0.9233576052014503,-0.14969157488232354,0,0,0,0,volume,False,0.0,0.0,0.0
1996-11-11,11.450385093688965,35807399,F,13.594481468200684,11.780706725582,0.9962665493346403,-0.07459597985734201,0.8807017476942514,-0.267104917983777,0,0,0,0,volume,False,0.0,0.0,0.0
1996-11-18,11.724100112915039,37182371,F,13.594481468200684,11.757553836863528,0.998034677438477,0.03839910293400539,0.9113475487501896,-0.23212523209862157,0,0,0,0,volume,False,0.0,0.0,0.0
1996-11-25,11.952195167541504,20926010,F,13.594481468200684,11.751569395167854,0.9994910130305412,-0.4372061426636833,0.9160838741693028,-0.22970921996443494,0,0,0,0,volume,False,0.0,0.0,0.0
1996-12-02,11.815338134765625,34280075,F,13.594481468200684,11.739110001184606,0.9989397676544912,0.6381562944871,0.9151943726532007,-0.2646444967424292,0,0,0,0,Sell Short,False,11.815338134765625,11.815338134765625,11.815338134765625
1996-12-09,11.678481101989746,29369025,F,13.594481468200684,11.720175652862878,0.9983870712243247,-0.14326252203357193,0.8590604304627051,-0.2751387523594312,0,0,0,0,Stage 4,False,11.815338134765625,11.678481101989746,11.678481101989746
1996-12-16,11.632862091064453,41426759,F,13.594481468200684,11.702418573441044,0.9984849135415904,0.410559560625523,0.8823529411764706,-0.20694164838259455,0,0,0,0,Stage 4,False,11.815338134765625,11.632862091064453,11.632862091064453
1996-12-23,11.724100112915039,15324184,F,13.594481468200684,11.693883405705934,0.9992706492524135,-0.6300897205113245,0.8801369889983682,-0.2235607963531946,0,0,0,0,Cover Buy 12.406105041503906 11.693883405705934,False,0.0,0.0,0.0
1996-12-30,11.860957145690918,25250407,F,13.594481468200684,11.697611417052567,1.000318800112614,0.6477488785047216,0.9285714392373317,-0.20245137214166764,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-01-06,12.225909233093262,64208353,F,13.594481468200684,11.72684683440834,1.0024992638508365,1.5428640813591636,0.9745454094870396,-0.13642878072135534,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-01-13,12.04343318939209,32717134,F,13.594481468200684,11.74499634363318,1.0015476887761154,-0.49045361746002114,0.9705881946049907,-0.17005914015183932,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-01-20,12.271528244018555,42301667,F,13.594481468200684,11.778646508083549,1.0028650638506678,0.2929514852981927,1.038609991863934,-0.12534230801560486,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-01-27,11.724100112915039,44067377,F,13.594481468200684,11.775997674593361,0.999775115630784,0.04174090822472798,1.0239044378845332,-0.1250450781245105,0,0,0,0,volume,False,0.0,0.0,0.0
1997-02-03,11.769719123840332,44712665,F,13.594481468200684,11.775703368648406,0.9999750079820762,0.014643213277704348,1.048780514749872,-0.14700916982229084,0,0,0,0,volume,False,0.0,0.0,0.0
1997-02-10,11.952195167541504,33328444,F,13.594481468200684,11.786004443835187,1.0008747736644086,-0.25460842023171737,1.0155038571253203,-0.20636586319767036,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-02-17,12.089052200317383,26450838,F,13.594481468200684,11.804742583408151,1.0015898636100349,-0.20635844865724906,1.03112836668806,-0.2346333874031199,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-02-24,11.997814178466797,34859055,F,13.594481468200684,11.81680955579204,1.0010222139363587,0.31788093065331235,0.9704796640917309,-0.2903632180421786,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-03-03,11.769719123840332,36056745,F,13.594481468200684,11.814945563449655,0.9998422592550397,0.034358074250721904,0.955555533187885,-0.23815307974443012,0,0,0,0,volume,False,0.0,0.0,0.0
1997-03-10,11.724100112915039,21791876,F,13.594481468200684,11.811315675961074,0.9996927715435432,-0.3956227607345033,0.9661654534201762,-0.24961766149498765,0,0,0,0,volume,False,0.0,0.0,0.0
1997-03-17,11.587242126464844,25078605,F,13.594481468200684,11.799739189558132,0.9990198817201623,0.15082359132366574,0.9407406592994786,-0.2516195828959703,0,0,0,0,Sell Short,False,11.587242126464844,11.587242126464844,11.587242126464844
1997-03-24,11.267909049987793,24942697,F,13.594481468200684,11.769130259688183,0.9974059655575239,-0.005419280697630535,0.9216418047246465,-0.2538674544498879,0,0,0,0,Stage 4,False,11.587242126464844,11.267909049987793,11.267909049987793
1997-03-31,11.267909049987793,36808625,F,13.594481468200684,11.740581545265773,0.9975742715228333,0.47572754461957345,0.9686274075786567,-0.21832333779186786,0,0,0,0,Stage 4,False,11.587242126464844,11.267909049987793,11.267909049987793
1997-04-07,11.769719123840332,44611832,F,13.594481468200684,11.745192519567347,1.0003927381521773,0.21199398238863854,1.007812490430373,-0.1480867788475091,0,0,0,0,Cover Buy 12.166604232788087 11.745192519567347,False,0.0,0.0,0.0
1997-04-14,12.499624252319336,54988250,F,13.594481468200684,11.7966979365195,1.0043852339471104,0.23259340705846832,1.070312495534174,-0.013606228171465506,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-04-21,12.499624252319336,28175994,F,13.594481468200684,11.846437454223633,1.0042163932629107,-0.4875997326701613,1.1183673761938238,0.002928466427737142,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-04-28,12.682100296020508,37177713,F,13.594481468200684,11.90510455921132,1.0049522993907989,0.3194818610480965,1.0988142801982008,-0.01657648969653014,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-05-05,13.366386413574219,52618352,F,13.594481468200684,12.005466516556279,1.0084301617718514,0.415319764289966,1.1445312362835345,-0.01443712290659982,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-05-12,13.366386413574219,52315846,F,13.594481468200684,12.102198570005354,1.0080573339916177,-0.005749058807467011,1.153543377077266,-0.02360397100842282,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-05-19,13.64009952545166,41894218,F,13.64009952545166,12.212763417151667,1.0091359306746412,-0.19920595377545836,1.1959999377862127,0.028686143224525562,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-05-26,13.685718536376953,20353607,F,13.685718536376953,12.321464257599205,1.008900593316569,-0.5141666804712766,1.2295080927853688,0.021053419000662155,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-06-02,13.913814544677734,30962933,F,13.913814544677734,12.439387063057191,1.0095705188111275,0.521250410308109,1.205533606962463,0.00019662789950603,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-06-09,14.00505256652832,32397090,F,14.00505256652832,12.558094705561157,1.0095428851841508,0.04631851252592889,1.2231075594346077,0.04907017517211032,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-06-16,14.1419095993042,42072870,F,14.1419095993042,12.68013792550692,1.0097182910948839,0.2986620094582568,1.2062255919945402,-0.004790955068197711,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-06-23,14.233147621154785,32842903,F,14.233147621154785,12.802867879149733,1.0096789131446224,-0.21938049389071868,1.1908396258293747,-0.009459595051817926,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-06-30,14.598100662231445,26978852,F,14.598100662231445,12.944237916187573,1.0110420601362347,-0.17854849798143602,1.2355211925148193,0.06342538936500475,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-07-07,14.734957695007324,36368019,F,14.734957695007324,13.088453003668016,1.0111412574779775,0.3480195154337924,1.261718674399946,0.021967439708869163,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-07-14,14.57529067993164,52357223,F,14.734957695007324,13.215793925459668,1.009729256907288,0.43965012226813904,1.2529410703774573,-0.005128723000650481,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-07-21,14.803386688232422,36911103,F,14.803386688232422,13.351522915337675,1.0102702108283128,-0.29501411868234495,1.2626458786312564,0.04040437641999839,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-07-28,14.82619571685791,29237228,F,14.82619571685791,13.482101333782238,1.0097800392713672,-0.2079015357519931,1.2499999396966257,0.009510497071601787,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-08-04,14.963052749633789,38103039,F,14.963052749633789,13.615132381070044,1.0098672338973205,0.30323705790439504,1.2238805690730623,-0.04229856485652039,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-08-11,14.552481651306152,25647995,F,14.963052749633789,13.715788640258133,1.0073929695555541,-0.3268779689725011,1.208333323435052,-0.02081740471154947,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-08-18,15.670148849487305,45888709,F,15.670148849487305,13.883156657475297,1.0122025806613781,0.7891733447390332,1.2769516997302535,0.11636829996888332,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-08-25,15.692957878112793,37659420,F,15.692957878112793,14.044687363409228,1.0116350128374412,-0.1793314560233107,1.3385213131049383,0.13991522321409366,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-09-01,16.37724494934082,34540658,F,16.37724494934082,14.241830444335937,1.0140368436708906,-0.08281492386234313,1.3914728785810737,0.24734191105627157,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-09-08,16.14914894104004,39241544,F,16.37724494934082,14.414348996070123,1.0121135097351757,0.13609717568206148,1.3511450168498063,0.17447701104189628,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-09-15,16.49129295349121,38754630,F,16.49129295349121,14.599915648019442,1.0128737449051575,-0.012408125429519301,1.3641510252605455,0.22137693627338728,0,0,0,0,Slope,False,0.0,0.0,0.0
1997-09-22,16.03510093688965,30396558,F,16.49129295349121,14.74658337254678,1.0100457925965645,-0.21566641198741932,1.3365018576191,0.15098732525814307,0,0,0,0,Slope,False,0.0,0.0,0.0
