Date,holding,total
2015-08-30,[],100.0
2015-09-06,[],100.0
2015-09-13,[],100.0
2015-09-20,[],100.0
2015-09-27,[],100.0
2015-10-04,[],100.0
2015-10-11,[],100.0
2015-10-18,[],100.0
2015-10-25,[],100.0
2015-11-01,[],100.0
2015-11-08,[],100.0
2015-11-15,[],100.0
2015-11-22,[],100.0
2015-11-29,[],100.0
2015-12-06,[],100.0
2015-12-13,[],100.0
2015-12-20,[],100.0
2015-12-27,[],100.0
2016-01-03,[],100.0
2016-01-10,[],100.0
2016-01-17,[],100.0
2016-01-24,[],100.0
2016-01-31,[],100.0
2016-02-07,[],100.0
2016-02-14,[],100.0
2016-02-21,[],100.0
2016-02-28,[],100.0
2016-03-06,[],100.0
2016-03-13,[],100.0
2016-03-20,[],100.0
2016-03-27,[],100.0
2016-04-03,[],100.0
2016-04-10,[],100.0
2016-04-17,[],100.0
2016-04-24,[],100.0
2016-05-01,[],100.0
2016-05-08,[],100.0
2016-05-15,[],100.0
2016-05-22,[],100.0
2016-05-29,[],100.0
2016-06-05,[],100.0
2016-06-12,[],100.0
2016-06-19,[],100.0
2016-06-26,[],100.0
2016-07-03,[],100.0
2016-07-10,[],100.0
2016-07-17,[],100.0
2016-07-24,[],100.0
2016-07-31,[],100.0
2016-08-07,[],100.0
2016-08-14,[],100.0
2016-08-21,[],100.0
2016-08-28,[],100.0
2016-09-04,[],100.0
2016-09-11,[],100.0
2016-09-18,[],100.0
2016-09-25,[],100.0
2016-10-02,[],100.0
2016-10-09,[],100.0
2016-10-16,[],100.0
2016-10-23,[],100.0
2016-10-30,[],100.0
2016-11-06,[],100.0
2016-11-13,[],100.0
2016-11-20,[],100.0
2016-11-27,[],100.0
2016-12-04,[],100.0
2016-12-11,[],100.0
2016-12-18,[],100.0
2016-12-25,[],100.0
2017-01-01,[],100.0
2017-01-08,[],100.0
2017-01-15,[],100.0
2017-01-22,[],100.0
2017-01-29,[],100.0
2017-02-05,[],100.0
2017-02-12,[],100.0
2017-02-19,[],100.0
2017-02-26,[],100.0
2017-03-05,[],100.0
2017-03-12,[],100.0
2017-03-19,[],100.0
2017-03-26,[],100.0
2017-04-02,[],100.0
2017-04-09,[],100.0
2017-04-16,[],100.0
2017-04-23,[],100.0
2017-04-30,[],100.0
2017-05-07,[],100.0
2017-05-14,[],100.0
2017-05-21,[],100.0
2017-05-28,[],100.0
2017-06-04,[],100.0
2017-06-11,[],100.0
2017-06-18,[],100.0
2017-06-25,[],100.0
2017-07-02,[],100.0
2017-07-09,[],100.0
2017-07-16,[],100.0
2017-07-23,[],100.0
2017-07-30,[],100.0
2017-08-06,[],100.0
2017-08-13,[],100.0
2017-08-20,[],100.0
2017-08-27,[],100.0
2017-09-03,[],100.0
2017-09-10,[],100.0
2017-09-17,[],100.0
2017-09-24,[],100.0
2017-10-01,[],100.0
2017-10-08,[],100.0
2017-10-15,[],100.0
2017-10-22,[],100.0
2017-10-29,[],100.0
2017-11-05,[],100.0
2017-11-12,[],100.0
2017-11-19,[],100.0
2017-11-26,[],100.0
2017-12-03,[],100.0
2017-12-10,[],100.0
2017-12-17,[],100.0
2017-12-24,[],100.0
2017-12-31,[],100.0
2018-01-07,[],100.0
2018-01-14,[],100.0
2018-01-21,[],100.0
2018-01-28,[],100.0
2018-02-04,[],100.0
2018-02-11,[],100.0
2018-02-18,[],100.0
2018-02-25,[],100.0
2018-03-04,[],100.0
2018-03-11,[],100.0
2018-03-18,[],100.0
2018-03-25,[],100.0
2018-04-01,[],100.0
2018-04-08,[],100.0
2018-04-15,[],100.0
2018-04-22,[],100.0
2018-04-29,[],100.0
2018-05-06,[],100.0
2018-05-13,[],100.0
2018-05-20,[],100.0
2018-05-27,[],100.0
2018-06-03,[],100.0
2018-06-10,[],100.0
2018-06-17,[],100.0
2018-06-24,[],100.0
2018-07-01,[],100.0
2018-07-08,[],100.0
2018-07-15,[],100.0
2018-07-22,[],100.0
2018-07-29,[],100.0
2018-08-05,[],100.0
2018-08-12,[],100.0
2018-08-19,[],100.0
2018-08-26,[],100.0
2018-09-02,[],100.0
2018-09-09,[],100.0
2018-09-16,[],100.0
2018-09-23,[],100.0
2018-09-30,[],100.0
2018-10-07,[],100.0
2018-10-14,[],100.0
2018-10-21,[],100.0
2018-10-28,[],100.0
2018-11-04,[],100.0
2018-11-11,[],100.0
2018-11-18,[],100.0
2018-11-25,[],100.0
2018-12-02,[],100.0
2018-12-09,[],100.0
2018-12-16,[],100.0
2018-12-23,[],100.0
2018-12-30,[],100.0
2019-01-06,[],100.0
2019-01-13,[],100.0
2019-01-20,[],100.0
2019-01-27,[],100.0
2019-02-03,[],100.0
2019-02-10,[],100.0
2019-02-17,[],100.0
2019-02-24,[],100.0
2019-03-03,[],100.0
2019-03-10,[],100.0
2019-03-17,[],100.0
2019-03-24,[],100.0
2019-03-31,[],100.0
2019-04-07,[],100.0
2019-04-14,[],100.0
2019-04-21,[],100.0
2019-04-28,[],100.0
2019-05-05,[],100.0
2019-05-12,[],100.0
2019-05-19,[],100.0
2019-05-26,[],100.0
2019-06-02,[],100.0
2019-06-09,[],100.0
2019-06-16,[],100.0
2019-06-23,[],100.0
2019-06-30,[],100.0
2019-07-07,[],100.0
2019-07-14,[],100.0
2019-07-21,[],100.0
2019-07-28,[],100.0
2019-08-04,[],100.0
2019-08-11,[],100.0
2019-08-18,[],100.0
2019-08-25,[],100.0
2019-09-01,[],100.0
2019-09-08,[],100.0
2019-09-15,[],100.0
2019-09-22,[],100.0
2019-09-29,[],100.0
2019-10-06,[],100.0
2019-10-13,[],100.0
2019-10-20,[],100.0
2019-10-27,[],100.0
2019-11-03,[],100.0
2019-11-10,[],100.0
2019-11-17,[],100.0
2019-11-24,[],100.0
2019-12-01,[],100.0
2019-12-08,[],100.0
2019-12-15,[],100.0
2019-12-22,[],100.0
2019-12-29,[],100.0
2020-01-05,[],100.0
2020-01-12,[],100.0
2020-01-19,[],100.0
2020-01-26,[],100.0
2020-02-02,[],100.0
2020-02-09,[],100.0
2020-02-16,[],100.0
2020-02-23,[],100.0
2020-03-01,[],100.0
2020-03-08,[],100.0
2020-03-15,[],100.0
2020-03-22,[],100.0
2020-03-29,[],100.0
2020-04-05,[],100.0
2020-04-12,[],100.0
2020-04-19,[],100.0
2020-04-26,[],100.0
2020-05-03,[],100.0
2020-05-10,[],100.0
2020-05-17,[],100.0
2020-05-24,[],100.0
2020-05-31,[],100.0
2020-06-07,[],100.0
2020-06-14,[],100.0
2020-06-21,[],100.0
2020-06-28,[],100.0
2020-07-05,[],100.0
2020-07-12,[],100.0
2020-07-19,[],100.0
2020-07-26,[],100.0
2020-08-02,[],100.0
2020-08-09,[],100.0
2020-08-16,[],100.0
2020-08-23,[],100.0
2020-08-30,"[('DJAutomobiles', 530.35, 0.18855472800980483)]",100.0
2020-09-06,[],91.36607900443103
2020-09-13,[],91.36607900443103
2020-09-20,[],91.36607900443103
2020-09-27,[],91.36607900443103
2020-10-04,[],91.36607900443103
2020-10-11,[],91.36607900443103
2020-10-18,[],91.36607900443103
2020-10-25,[],91.36607900443103
2020-11-01,[],91.36607900443103
2020-11-08,[],91.36607900443103
2020-11-15,[],91.36607900443103
2020-11-22,[],91.36607900443103
2020-11-29,[],91.36607900443103
2020-12-06,[],91.36607900443103
2020-12-13,[],91.36607900443103
2020-12-20,[],91.36607900443103
2020-12-27,[],91.36607900443103
2021-01-03,"[('DJAutomobiles', 1046.75, 0.08728548268873278)]",91.36607900443103
2021-01-10,"[('DJAutomobiles', 1007.5, 0.08728548268873278)]",87.94012380889828
2021-01-17,"[('DJAutomobiles', 1047.42, 0.08728548268873278)]",91.4245602778325
2021-01-24,"[('DJAutomobiles', 978.41, 0.04364274134436639), ('DJAutomobiles', 978.41, 0.04364274134436639)]",85.40098911748304
2021-01-31,"[('DJAutomobiles', 1049.86, 0.04364274134436639), ('DJAutomobiles', 1049.86, 0.04364274134436639)]",91.63753685559298
2021-02-07,"[('DJAutomobiles', 1011.11, 0.04364274134436639), ('DJAutomobiles', 1011.11, 0.04364274134436639)]",88.2552244014046
2021-02-14,"[('DJAutomobiles', 973.71, 0.04364274134436639), ('DJAutomobiles', 973.71, 0.04364274134436639)]",84.990747348846
2021-02-21,[],75.24270464216832
2021-02-28,[],75.24270464216832
2021-03-07,[],75.24270464216832
2021-03-14,[],75.24270464216832
2021-03-21,[],75.24270464216832
2021-03-28,[],75.24270464216832
2021-04-04,[],75.24270464216832
2021-04-11,[],75.24270464216832
2021-04-18,[],75.24270464216832
2021-04-25,[],75.24270464216832
2021-05-02,[],75.24270464216832
2021-05-09,[],75.24270464216832
2021-05-16,[],75.24270464216832
2021-05-23,[],75.24270464216832
2021-05-30,[],75.24270464216832
2021-06-06,[],75.24270464216832
2021-06-13,[],75.24270464216832
2021-06-20,[],75.24270464216832
2021-06-27,[],75.24270464216832
2021-07-04,[],75.24270464216832
2021-07-11,[],75.24270464216832
2021-07-18,[],75.24270464216832
2021-07-25,[],75.24270464216832
2021-08-01,[],75.24270464216832
2021-08-08,[],75.24270464216832
2021-08-15,[],75.24270464216832
2021-08-22,[],75.24270464216832
2021-08-29,[],75.24270464216832
2021-09-05,[],75.24270464216832
2021-09-12,[],75.24270464216832
2021-09-19,[],75.24270464216832
2021-09-26,[],75.24270464216832
2021-10-03,[],75.24270464216832
2021-10-10,[],75.24270464216832
2021-10-17,[],75.24270464216832
2021-10-24,[],75.24270464216832
2021-10-31,[],75.24270464216832
2021-11-07,[],75.24270464216832
2021-11-14,[],75.24270464216832
2021-11-21,[],75.24270464216832
2021-11-28,[],75.24270464216832
2021-12-05,[],75.24270464216832
2021-12-12,[],75.24270464216832
2021-12-19,[],75.24270464216832
2021-12-26,[],75.24270464216832
